"","seriesId","seriesTitle","seriesAvgRating","totalVotes","avgVotes","numSeasons","avgRuntime","seriesStartYear","seriesStartDecade","lengthYears","genres","baseGenre"
"228","tt2891574","Ballers",7.79,56880,1210,5,29.2,"2015","2010s",4,"Comedy,Drama,Sport","Comedy"
"229","tt4047038","Dirk Gently's Holistic Detective Agency",8.08,21788,1210,2,41.8,"2016","2010s",1,"Action,Adventure,Comedy","Action"
"230","tt1830617","Grimm",8.21,147852,1202,6,46.8,"2011","2010s",6,"Crime,Drama,Fantasy","Crime"
"231","tt6156584","Snowpiercer",7.09,48030,1201,4,46.4,"2020","2020s",4,"Action,Drama,Sci-Fi","Action"
"232","tt3148266","12 Monkeys",8.38,56179,1195,4,43.1,"2015","2010s",3,"Adventure,Drama,Mystery","Adventure"
"233","tt5368542","The Exorcist",8.04,23880,1194,2,43.5,"2016","2010s",2,"Drama,Horror,Mystery","Horror"
"234","tt12809988","Sweet Tooth",7.54,28434,1185,3,48.1,"2021","2020s",3,"Action,Adventure,Drama","Action"
"235","tt1759761","Veep",8.19,76919,1183,7,28.5,"2012","2010s",7,"Comedy","Comedy"
"236","tt8068860","Servant",7.62,47086,1177,4,29.1,"2019","2010s",4,"Drama,Horror,Mystery","Horror"
"237","tt0904208","Californication",7.85,98767,1176,7,28.3,"2007","2000s",7,"Comedy,Drama","Comedy"
"238","tt6315640","Atypical",8.1,44405,1169,4,31.1,"2017","2010s",4,"Comedy,Drama","Comedy"
"239","tt11685912","Outer Range",7.4,17347,1156,2,51.2,"2022","2020s",2,"Drama,Mystery,Thriller","Thriller"
"240","tt5770786","GLOW",7.96,34450,1148,3,33.8,"2017","2010s",2,"Comedy,Drama,Sport","Comedy"
"241","tt14664414","Young Royals",8.4,20641,1147,3,45.3,"2021","2020s",3,"Drama,Romance","Drama"
"242","tt1236246","Runaways",7.38,37701,1142,3,47.9,"2017","2010s",2,"Action,Drama,Sci-Fi","Action"
"243","tt4270492","Billions",7.83,95173,1133,7,56.9,"2016","2010s",7,"Drama","Drama"
"244","tt2189461","Marco Polo",7.91,22320,1116,2,54.8,"2014","2010s",2,"Action,Adventure,Drama","Action"
"245","tt32135296","A Ghost Story for Christmas",6.72,8878,1110,8,37.8,"1971","1970s",7,"Drama,Fantasy,Horror","Drama"
"246","tt9184820","Star Trek: Lower Decks",7.75,55482,1110,5,25.8,"2020","2020s",4,"Action,Adventure,Animation","Action"
"247","tt4396630","The Gifted",7.67,31665,1092,2,44.2,"2017","2010s",2,"Action,Drama,Fantasy","Action"
"248","tt0851851","Terminator: The Sarah Connor Chronicles",7.67,33383,1077,2,43.9,"2008","2000s",1,"Action,Drama,Fantasy","Action"
"249","tt1051220","The Shannara Chronicles",7.6,21402,1070,2,41.4,"2016","2010s",1,"Adventure,Drama,Fantasy","Adventure"
"250","tt0374455","Stargate: Atlantis",7.77,105715,1068,5,44.4,"2004","2000s",5,"Action,Adventure,Drama","Action"
"251","tt0460627","Bones",7.73,261726,1068,12,46.6,"2005","2000s",12,"Crime,Drama,Mystery","Crime"
"252","tt0106004","Frasier",7.91,277268,1054,11,25,"1993","1990s",11,"Comedy","Comedy"
"253","tt0387199","Entourage",8.19,100718,1049,8,27.6,"2004","2000s",7,"Comedy,Drama","Comedy"
"254","tt1178618","Wallander",7.38,12490,1041,4,90.1,"2008","2000s",8,"Crime,Drama,Mystery","Crime"
"255","tt1733785","The Bridge",8.11,39570,1041,4,57.5,"2011","2010s",7,"Crime,Mystery,Thriller","Crime"
"256","tt2191671","Elementary",7.83,158671,1030,7,42.4,"2012","2010s",7,"Crime,Drama,Mystery","Crime"
"257","tt2249007","Ray Donovan",8.2,84435,1030,7,52.7,"2013","2010s",7,"Crime,Drama","Crime"
"258","tt2077823","Perry Mason",7.93,16450,1028,2,56.5,"2020","2020s",3,"Crime,Drama,History","Crime"
"259","tt0098765","The Case-Book of Sherlock Holmes",7.46,9223,1025,3,68.4,"1991","1990s",2,"Crime,Drama,Mystery","Crime"
"260","tt0187664","Spaced",8.21,14341,1024,2,24.6,"1999","1990s",2,"Comedy","Comedy"
"261","tt7255502","The Kominsky Method",7.94,22338,1015,3,26.1,"2018","2010s",3,"Comedy,Drama","Comedy"
"262","tt8879940","Mythic Quest",7.67,40613,1015,4,26.7,"2020","2020s",5,"Comedy","Comedy"
"263","tt0063929","Monty Python's Flying Circus",7.93,45554,1012,4,30.1,"1969","1960s",5,"Comedy","Comedy"
"264","tt4643084","Counterpart",8.21,20165,1008,2,56.5,"2017","2010s",2,"Drama,Sci-Fi,Thriller","Thriller"
"265","tt0412253","Veronica Mars",7.71,72452,1006,4,43.9,"2004","2000s",15,"Crime,Drama,Mystery","Crime"
"266","tt0200276","The West Wing",8.2,155755,1005,7,45.2,"1999","1990s",7,"Drama","Drama"
"267","tt0496424","30 Rock",7.93,138424,996,7,24.7,"2006","2000s",7,"Comedy","Comedy"
"268","tt9055008","Evil",7.75,49664,993,4,49.2,"2019","2010s",5,"Crime,Drama,Horror","Crime"
"269","tt3520702","Bloodline",7.82,32684,990,3,57.1,"2015","2010s",2,"Drama,Thriller","Thriller"
"270","tt8179402","Fate: The Winx Saga",7.31,12866,990,2,51.2,"2021","2020s",1,"Action,Adventure,Drama","Action"
"271","tt7472896","Mr Inbetween",8.3,25601,985,3,26.3,"2018","2010s",3,"Comedy,Crime,Drama","Comedy"
"272","tt0212671","Malcolm in the Middle",7.81,148230,982,7,22.7,"2000","2000s",6,"Comedy,Family","Comedy"
"273","tt3501584","iZombie",7.96,69265,976,5,41.8,"2015","2010s",4,"Comedy,Crime,Drama","Comedy"
"274","tt6317068","Final Space",8.2,34942,971,3,21,"2018","2010s",3,"Action,Adventure,Animation","Action"
"275","tt5618256","Manhunt",7.92,17391,966,2,42.6,"2017","2010s",3,"Biography,Crime,Drama","Biography"
"276","tt5614844","Cloak & Dagger",7.23,19254,963,2,41.8,"2018","2010s",1,"Action,Adventure,Drama","Action"
"277","tt0103584","X-Men",7.49,73038,961,5,21.8,"1992","1990s",5,"Action,Adventure,Animation","Action"
"278","tt8634332","The Righteous Gemstones",8.16,31714,961,4,37.5,"2019","2010s",6,"Comedy,Drama","Comedy"
"279","tt1358522","White Collar",7.99,77764,960,6,43.7,"2009","2000s",5,"Comedy,Crime,Drama","Comedy"
"280","tt0096708","Tales from the Crypt",6.72,89032,957,7,26.9,"1989","1980s",7,"Comedy,Crime,Fantasy","Comedy"
"281","tt0238784","Gilmore Girls",7.97,146984,954,7,43.8,"2000","2000s",7,"Comedy,Drama","Comedy"
"282","tt2402207","The Last Ship",7.93,53303,952,5,41.9,"2014","2010s",4,"Action,Drama,Sci-Fi","Action"
"283","tt1199099","Merlin",8.05,61756,950,5,44.1,"2008","2000s",4,"Adventure,Drama,Fantasy","Adventure"
"284","tt1836037","Longmire",8.49,59796,949,6,52.6,"2012","2010s",5,"Action,Crime,Drama","Action"
"285","tt4452630","Code Black",8.6,44556,948,3,42.4,"2015","2010s",3,"Drama","Drama"
"286","tt7008682","Homecoming",7.58,16108,948,2,30.4,"2018","2010s",2,"Drama,Mystery,Thriller","Thriller"
"287","tt0118266","The New Batman Adventures",7.71,22723,947,2,21.5,"1997","1990s",2,"Action,Adventure,Animation","Action"
"288","tt10919486","Into the Night",6.92,11191,933,2,35.8,"2020","2020s",1,"Drama,Sci-Fi,Thriller","Thriller"
"289","tt0165598","That '70s Show",7.52,186112,931,8,22,"1998","1990s",8,"Comedy,Drama,Romance","Comedy"
"290","tt3865236","Into the Badlands",8.13,29662,927,3,42.5,"2015","2010s",4,"Action,Adventure,Drama","Action"
"291","tt6524350","Big Mouth",7.6,65758,926,7,27.4,"2017","2010s",8,"Animation,Comedy,Romance","Animation"
"292","tt0092379","Inspector Morse",7.78,30541,925,8,104,"1987","1980s",13,"Crime,Drama,Mystery","Crime"
"293","tt3339966","Unbreakable Kimmy Schmidt",7.7,46845,919,4,29.8,"2015","2010s",4,"Comedy","Comedy"
"294","tt4998350","The Deuce",8.13,22914,917,3,65.1,"2017","2010s",2,"Crime,Drama,Mystery","Crime"
"295","tt7053188","Station 19",7.82,96314,917,7,42.6,"2018","2010s",6,"Action,Drama,Romance","Action"
"296","tt1135300","Dollhouse",8.08,24692,915,2,47.2,"2009","2000s",1,"Drama,Mystery,Sci-Fi","Drama"
"297","tt0275137","Justice League",8.05,47284,909,2,23.3,"2001","2000s",3,"Action,Adventure,Animation","Action"
"298","tt2071645","The Following",7.56,40868,908,3,43.3,"2013","2010s",2,"Crime,Drama,Horror","Crime"
"299","tt0278238","Samurai Jack",8.45,56140,905,5,22.7,"2001","2000s",16,"Action,Adventure,Animation","Action"
"300","tt7562112","Pose",8.65,23462,902,3,54.4,"2018","2010s",3,"Drama","Drama"
"301","tt9184986","Barbarians",7.22,10817,901,2,47.1,"2020","2020s",2,"Action,Adventure,Drama","Action"
"302","tt1235099","Lie to Me",7.68,43172,899,3,46.1,"2009","2000s",2,"Crime,Drama,Mystery","Crime"
"303","tt10062292","Never Have I Ever",7.98,35847,896,4,28.3,"2020","2020s",3,"Comedy,Drama","Comedy"
"304","tt9522300","Kaguya-sama: Love is War",8.73,38427,894,4,23.9,"2019","2010s",4,"Animation,Comedy,Romance","Animation"
"305","tt3766376","Vice Principals",8.29,16045,891,2,30.9,"2016","2010s",1,"Comedy","Comedy"
"306","tt13623580","Reservation Dogs",8.29,24821,886,3,28,"2021","2020s",2,"Comedy,Crime","Comedy"
"307","tt9059594","Star Trek: Short Treks",7.05,8861,886,2,12.5,"2018","2010s",2,"Action,Adventure,Drama","Action"
"308","tt0840196","Skins",7.88,53968,885,7,45.8,"2007","2000s",6,"Drama","Drama"
"309","tt0105946","Babylon 5",7.81,97658,880,5,44.1,"1993","1990s",5,"Action,Adventure,Drama","Action"
"310","tt2452242","Happy!",7.93,15795,878,2,43,"2017","2010s",2,"Action,Comedy,Crime","Action"
"311","tt1578873","Pretty Little Liars",7.81,140038,875,7,45.1,"2010","2010s",7,"Drama,Mystery,Romance","Drama"
"312","tt0069637","Star Trek: The Animated Series",6.6,19201,873,2,23.4,"1973","1970s",2,"Action,Adventure,Animation","Action"
"313","tt0907702","Wallander",6.21,27793,869,3,90.3,"2005","2000s",8,"Crime,Drama,Mystery","Crime"
"314","tt0090509","The Return of Sherlock Holmes",7.98,11245,865,2,60.1,"1986","1980s",2,"Crime,Drama,Mystery","Crime"
"315","tt1548850","Misfits",7.64,32878,865,5,46.6,"2009","2000s",4,"Comedy,Drama,Fantasy","Comedy"
"316","tt1492966","Louie",8.18,52433,860,5,23.2,"2010","2010s",5,"Comedy,Drama","Comedy"
"317","tt2070791","Revolution",7.6,35764,852,2,44.4,"2012","2010s",2,"Action,Adventure,Drama","Action"
"318","tt2103085","Top of the Lake",7.42,10947,842,2,53.6,"2013","2010s",4,"Crime,Drama,Mystery","Crime"
"319","tt0159206","Sex and the City",7.54,79026,841,6,29.5,"1998","1990s",6,"Comedy,Drama,Romance","Comedy"
"320","tt0397442","Gossip Girl",7.6,101723,841,6,42,"2007","2000s",5,"Drama,Romance","Drama"
"321","tt5011816","Sneaky Pete",8.13,25169,839,3,49,"2015","2010s",4,"Comedy,Crime,Drama","Comedy"
"322","tt0112175","Spider-Man: The Animated Series",7.89,54447,838,5,21.6,"1994","1990s",4,"Action,Adventure,Animation","Action"
"323","tt13138834","Time",8.12,5028,838,2,60.3,"2021","2020s",2,"Crime,Drama","Crime"
"324","tt4474344","Blindspot",7.66,83808,838,5,42.8,"2015","2010s",5,"Action,Crime,Drama","Action"
"325","tt0187636","Farscape",7.66,72981,829,4,47,"1999","1990s",4,"Action,Adventure,Drama","Action"
"326","tt6025022","Justice League Unlimited",8.13,32329,829,3,23.7,"2004","2000s",2,"Action,Adventure,Animation","Action"
"327","tt2616280","Derek",7.99,11559,826,2,24.8,"2012","2010s",2,"Comedy,Drama","Comedy"
"328","tt9054904","Why Women Kill",8.11,16471,824,2,48.5,"2019","2010s",4,"Comedy,Crime,Drama","Comedy"
"329","tt5164196","Lethal Weapon",7.81,45141,821,3,43.4,"2016","2010s",3,"Action,Adventure,Comedy","Action"
"330","tt0805663","Jericho",7.77,24563,819,2,42.9,"2006","2000s",2,"Action,Drama,Mystery","Action"
"331","tt1845307","2 Broke Girls",7.02,112657,816,6,21.4,"2011","2010s",6,"Comedy","Comedy"
"332","tt3398540","Haikyu!!",8.51,69322,816,4,24,"2014","2010s",6,"Animation,Comedy,Drama","Animation"
"333","tt1286039","Stargate Universe",7.65,32115,803,2,44,"2009","2000s",2,"Drama,Sci-Fi","Drama"
"334","tt4122068","Humans",7.99,19098,796,3,47,"2015","2010s",3,"Drama,Sci-Fi","Drama"
"335","tt0158552","Charmed",7.74,142334,795,8,41.9,"1998","1990s",8,"Drama,Fantasy,Mystery","Drama"
"336","tt0247082","CSI: Crime Scene Investigation",7.7,265941,794,15,47.3,"2000","2000s",15,"Crime,Drama,Mystery","Crime"
"337","tt6877772","American Vandal",8.11,12708,794,2,33.3,"2017","2010s",1,"Comedy,Crime,Drama","Comedy"
"338","tt0262150","Black Books",7.95,14271,793,3,24.2,"2000","2000s",4,"Comedy","Comedy"
"339","tt6439752","Snowfall",8.16,47241,787,6,46.7,"2017","2010s",6,"Crime,Drama","Crime"
"340","tt4209256","Colony",7.79,28290,786,3,42.2,"2016","2010s",2,"Action,Adventure,Drama","Action"
"341","tt4254242","The Magicians",8.1,50701,780,5,43.5,"2015","2010s",5,"Drama,Fantasy,Mystery","Drama"
"342","tt5531466","DuckTales",8.1,53655,778,3,23.9,"2017","2010s",4,"Action,Adventure,Animation","Action"
"343","tt1103987","Leverage",8.36,59847,777,5,42.9,"2008","2000s",4,"Crime,Mystery,Thriller","Crime"
"344","tt3877200","The Missing",8.25,12437,777,2,58.1,"2014","2010s",2,"Crime,Drama,Mystery","Crime"
"345","tt0758790","The Tudors",7.85,29492,776,4,52.6,"2007","2000s",3,"Drama,History,Romance","Drama"
"346","tt8369840","Another Life",6.59,15472,774,2,42.4,"2019","2010s",2,"Adventure,Drama,Mystery","Adventure"
"347","tt0387764","Peep Show",8.11,41732,773,9,24.6,"2003","2000s",12,"Comedy","Comedy"
"348","tt8201186","The Capture",8.27,9268,772,2,59.2,"2019","2010s",3,"Crime,Mystery,Thriller","Crime"
"349","tt1462059","Falling Skies",7.35,39959,768,5,42.3,"2011","2010s",4,"Action,Adventure,Drama","Action"
"350","tt4354880","Mr. Mercedes",7.69,23017,767,3,53.8,"2017","2010s",2,"Crime,Drama,Mystery","Crime"
"351","tt1942683","The Amazing World of Gumball",7.99,183804,766,6,11.1,"2011","2010s",15,"Adventure,Animation,Comedy","Adventure"
"352","tt4159076","Dark Matter",7.77,29784,764,3,43.4,"2015","2010s",2,"Adventure,Drama,Mystery","Adventure"
"353","tt0111987","Goosebumps",6.92,56140,759,4,22,"1995","1990s",3,"Adventure,Comedy,Drama","Adventure"
"354","tt0925266","Pushing Daisies",8.3,16677,758,2,42.5,"2007","2000s",2,"Comedy,Drama,Fantasy","Comedy"
"355","tt0098800","The Fresh Prince of Bel-Air",7.46,112031,757,6,24.5,"1990","1990s",6,"Comedy","Comedy"
"356","tt0319969","Carnivàle",8.1,18061,753,2,52.4,"2003","2000s",2,"Drama,Fantasy,Mystery","Drama"
"357","tt11847842","The Tourist",7.14,8973,748,2,57.8,"2022","2020s",2,"Action,Drama,Mystery","Action"
"358","tt7971476","The Politician",7.89,11163,744,2,43.5,"2019","2010s",1,"Comedy,Drama","Comedy"
"359","tt7375404","Kidding",8.11,14831,742,2,29.2,"2018","2010s",2,"Comedy,Drama","Comedy"
"360","tt4378376","Babylon Berlin",7.92,29496,737,4,47.2,"2017","2010s",8,"Crime,Drama,Thriller","Crime"
"361","tt1442462","The Good Wife",8,114446,734,7,43.6,"2009","2000s",7,"Crime,Drama,Mystery","Crime"
"362","tt14500082","How I Met Your Father",6.95,22022,734,2,22.7,"2022","2020s",1,"Comedy,Drama","Comedy"
"363","tt2699110","The Affair",7.75,38599,728,5,58.7,"2014","2010s",5,"Drama","Drama"
"364","tt0310455","Foyle's War",8.31,20282,724,8,93.4,"2002","2000s",13,"Crime,Drama,Mystery","Crime"
"365","tt3230454","The Last Man on Earth",7.33,48412,723,4,22.5,"2015","2010s",3,"Action,Comedy,Drama","Action"
"366","tt0361243","Star Wars: Clone Wars",8,18009,720,3,6,"2003","2000s",2,"Action,Adventure,Animation","Action"
"367","tt1723816","Girls",7.54,44127,712,6,28.5,"2012","2010s",5,"Comedy,Drama","Comedy"
"368","tt0439100","Weeds",7.6,71931,705,8,29.1,"2005","2000s",7,"Comedy,Crime,Drama","Comedy"
"369","tt12235718","Hellbound",6.72,8458,705,2,50.3,"2021","2020s",3,"Crime,Drama,Fantasy","Crime"
"370","tt1699748","Hell on Wheels",8.21,40069,703,5,43.7,"2011","2010s",5,"Drama,Western","Western"
"371","tt0081912","Only Fools and Horses",8.3,44948,702,9,44.1,"1981","1980s",22,"Comedy","Comedy"
"372","tt0111958","Father Ted",8.28,17519,701,3,25.3,"1995","1990s",3,"Comedy","Comedy"
"373","tt0410975","Desperate Housewives",7.97,126226,701,8,43.4,"2004","2000s",8,"Comedy,Drama,Mystery","Comedy"
"374","tt0874608","Inspector Lewis",7.84,29417,700,9,71.1,"2006","2000s",9,"Crime,Drama,Mystery","Crime"
"375","tt2543312","Halt and Catch Fire",8.19,27889,697,4,44.7,"2014","2010s",3,"Drama","Drama"
"376","tt4428122","Quantico",6.9,39675,696,3,42.7,"2015","2010s",3,"Crime,Drama,Mystery","Crime"
"377","tt4181172","Shooter",7.71,21543,695,3,41.3,"2016","2010s",2,"Action,Drama","Action"
"378","tt4555364","Knightfall",7.73,12360,687,2,43.6,"2017","2010s",2,"Action,Adventure,Drama","Action"
"379","tt0056777","The Outer Limits",7.18,33614,686,2,51.1,"1963","1960s",2,"Drama,Fantasy,Horror","Drama"
"380","tt0047708","Alfred Hitchcock Presents",7.07,182782,682,7,29.8,"1955","1950s",7,"Crime,Drama,Mystery","Crime"
"381","tt7817340","New Amsterdam",7.79,60477,680,5,42.8,"2018","2010s",4,"Drama","Drama"
"382","tt2193041","Beauty and the Beast",8.09,47230,675,4,41.7,"2012","2010s",4,"Drama,Horror,Romance","Drama"
"383","tt0460091","My Name Is Earl",7.7,64412,671,4,23,"2005","2000s",4,"Comedy","Comedy"
"384","tt14016500","The Summer I Turned Pretty",7.63,10060,671,2,49.1,"2022","2020s",3,"Drama,Romance","Drama"
"385","tt14124236","Frasier",7.3,13334,667,2,27.1,"2023","2020s",1,"Comedy","Comedy"
"386","tt2647544","Sleepy Hollow",7.58,41041,662,4,43.9,"2013","2010s",4,"Action,Adventure,Crime","Action"
"387","tt1307824","V",7.31,15196,661,2,43.3,"2009","2000s",2,"Drama,Sci-Fi,Thriller","Thriller"
"388","tt3281796","Power",8.28,41600,660,6,59.9,"2014","2010s",6,"Crime,Drama","Crime"
"389","tt5137338","Victoria",8.07,16397,656,3,51.8,"2016","2010s",3,"Biography,Drama,History","Biography"
"390","tt0068098","M*A*S*H",7.8,164191,654,11,25.8,"1972","1970s",11,"Comedy,Drama,War","Comedy"
"391","tt12614214","The Afterparty",7.41,11771,654,2,35.3,"2022","2020s",1,"Comedy,Crime,Mystery","Comedy"
"392","tt0478942","Life on Mars",8.11,10295,643,2,52.4,"2006","2000s",1,"Crime,Drama,Mystery","Crime"
"393","tt3663490","The Librarians",7.91,26986,643,4,43.1,"2014","2010s",4,"Action,Adventure,Comedy","Action"
"394","tt4276624","Krypton",7.6,12729,636,2,42.8,"2018","2010s",1,"Action,Adventure,Drama","Action"
"395","tt4975856","Future Man",7.65,21521,633,3,28.9,"2017","2010s",3,"Action,Adventure,Comedy","Action"
"396","tt1582457","The Borgias",7.9,18173,627,3,51.1,"2011","2010s",2,"Crime,Drama,History","Crime"
"397","tt1751105","My Little Pony: Friendship Is Magic",7.72,138596,627,9,22.3,"2010","2010s",9,"Adventure,Animation,Comedy","Adventure"
"398","tt0758745","Friday Night Lights",8.16,47598,626,5,43.2,"2006","2000s",5,"Drama,Sport","Drama"
"399","tt0866442","Eastbound & Down",8.01,18126,625,4,28.5,"2009","2000s",4,"Comedy,Drama,Sport","Comedy"
"400","tt0147746","Batman Beyond",7.69,32465,624,3,22,"1999","1990s",2,"Action,Adventure,Animation","Action"
"401","tt6632666","Project Blue Book",7.96,12466,623,2,43.5,"2019","2010s",1,"Drama,Mystery,Sci-Fi","Drama"
"402","tt5853176","The Good Fight",7.95,37300,622,6,50.2,"2017","2010s",5,"Crime,Drama","Crime"
"403","tt0237123","Coupling",8.4,17304,618,4,29.4,"2000","2000s",4,"Comedy,Romance","Comedy"
"404","tt0362359","The O.C.",7.84,56312,612,4,43.3,"2003","2000s",4,"Comedy,Drama,Romance","Comedy"
"405","tt1132290","Warehouse 13",7.84,38885,608,5,43.8,"2009","2000s",5,"Adventure,Drama,Mystery","Adventure"
"406","tt6474378","Good Girls",7.69,30308,606,4,42.2,"2018","2010s",3,"Comedy,Crime,Drama","Comedy"
"407","tt1830379","Top Boy",8.24,19348,605,5,52.1,"2011","2010s",12,"Crime,Drama,Thriller","Crime"
"408","tt0056751","Doctor Who",7.23,418407,602,26,24.9,"1963","1960s",26,"Adventure,Drama,Family","Adventure"
"409","tt1592154","Nikita",8.28,43666,598,4,44.2,"2010","2010s",3,"Action,Crime,Drama","Action"
"410","tt0096684","Quantum Leap",7.56,57895,597,5,49,"1989","1980s",4,"Action,Adventure,Drama","Action"
"411","tt3514324","Scorpion",7.58,55445,596,4,41.8,"2014","2010s",4,"Action,Crime,Drama","Action"
"412","tt0988818","Gintama",8.18,217987,594,8,24,"2005","2000s",16,"Action,Animation,Comedy","Action"
"413","tt4326894","F Is for Family",7.9,26020,591,5,27.6,"2015","2010s",6,"Animation,Comedy,Drama","Animation"
"414","tt0083505","The Young Ones",8.3,7007,584,2,34.2,"1982","1980s",2,"Comedy","Comedy"
"415","tt5715524","Mayans M.C.",7.89,29084,582,5,57,"2018","2010s",5,"Crime,Drama,Thriller","Crime"
"416","tt0083399","Cheers",7.65,156620,580,11,30.4,"1982","1980s",11,"Comedy,Drama","Comedy"
"417","tt2183404","Rectify",8.47,17338,578,4,46.6,"2013","2010s",3,"Drama","Drama"
"418","tt3488298","American Crime",8.19,16680,575,3,46,"2015","2010s",2,"Crime,Drama","Crime"
"419","tt1844923","Friday Night Dinner",7.78,21199,573,6,23.8,"2011","2010s",9,"Comedy","Comedy"
"420","tt3609352","Grace and Frankie",7.96,53898,573,7,29.1,"2015","2010s",7,"Comedy","Comedy"
"421","tt0112230","Xena: Warrior Princess",7.34,76701,572,6,45,"1995","1990s",6,"Action,Adventure,Drama","Action"
"422","tt8295472","The Order",7.38,11261,563,2,47.5,"2019","2010s",1,"Drama,Fantasy,Horror","Drama"
"423","tt2581458","Looking",8.44,10124,562,2,28.1,"2014","2010s",1,"Comedy,Drama,Romance","Comedy"
"424","tt11680642","Pantheon",8.56,8977,561,2,41.9,"2022","2020s",1,"Action,Animation,Drama","Action"
"425","tt1600194","Hawaii Five-0",7.79,134556,561,10,43.4,"2010","2010s",10,"Action,Crime,Drama","Action"
"426","tt0115378","Superman: The Animated Series",7.89,30222,560,3,21.4,"1996","1990s",4,"Action,Adventure,Animation","Action"
"427","tt6554240","Heels",8.27,8825,552,2,57.6,"2021","2020s",2,"Drama,Sport","Drama"
"428","tt0810788","Burn Notice",8.09,61101,550,7,43,"2007","2000s",6,"Action,Crime,Drama","Action"
"429","tt2051178","Fate/Zero",8.28,13719,549,2,25,"2011","2010s",1,"Action,Adventure,Animation","Action"
"430","tt0115167","Everybody Loves Raymond",7.73,114159,544,9,24.8,"1996","1990s",9,"Comedy","Comedy"
"431","tt0796264","Eureka",7.79,41734,542,5,45.8,"2006","2000s",6,"Adventure,Comedy,Drama","Adventure"
"432","tt6170874","Salvation",7.42,14096,542,2,45.4,"2017","2010s",1,"Drama,Sci-Fi,Thriller","Thriller"
"433","tt6794990","Absentia",7.57,16238,541,3,41.9,"2017","2010s",3,"Crime,Drama,Mystery","Crime"
"434","tt8336340","Star Wars: Resistance",6.51,20519,540,2,23.2,"2018","2010s",2,"Action,Adventure,Animation","Action"
"435","tt2137109","Masters of Sex",7.98,24697,537,4,56.7,"2013","2010s",3,"Drama,Romance","Drama"
"436","tt1073507","Party Down",8.07,13943,536,3,28.7,"2009","2000s",14,"Comedy,Drama","Comedy"
"437","tt0088526","The Golden Girls",7.66,94717,535,7,29.9,"1985","1980s",7,"Comedy,Drama","Comedy"
"438","tt0086759","Miami Vice",7.53,59316,534,5,48.9,"1984","1980s",5,"Action,Crime,Drama","Action"
"439","tt1660055","Scooby-Doo! Mystery Incorporated",8.03,27783,534,2,23,"2010","2010s",3,"Adventure,Animation,Comedy","Adventure"
"440","tt1837576","Scandal",7.87,66127,533,7,43.5,"2012","2010s",6,"Drama,Thriller","Thriller"
"441","tt0285333","Alias",7.71,55897,532,5,43.8,"2001","2000s",5,"Action,Drama,Mystery","Action"
"442","tt4939064","Mars",7.42,6897,531,2,46.5,"2016","2010s",2,"Adventure,Drama,Sci-Fi","Adventure"
"443","tt4820370","Channel Zero",7.39,12715,530,4,42.6,"2016","2010s",2,"Drama,Fantasy,Horror","Drama"
"444","tt5288312","Skam",8.19,22520,524,4,27.9,"2015","2010s",2,"Drama,Romance","Drama"
"445","tt6385540","Hilda",8.39,17794,523,3,26.3,"2018","2010s",5,"Adventure,Animation,Drama","Adventure"
"446","tt0343314","Teen Titans",8.02,33857,521,5,23.1,"2003","2000s",3,"Action,Adventure,Animation","Action"
"447","tt4602768","Doctor Foster: A Woman Scorned",7.73,5173,517,2,57.3,"2015","2010s",2,"Drama,Mystery,Thriller","Thriller"
"448","tt3079768","Dominion",7.8,10761,512,2,45.3,"2014","2010s",1,"Action,Drama,Fantasy","Action"
"449","tt17047510","The Santa Clauses",6.86,6123,510,2,32.7,"2022","2020s",1,"Comedy,Drama,Family","Comedy"
"450","tt4082744","Detectorists",8.09,10033,502,3,31,"2014","2010s",8,"Comedy","Comedy"
"451","tt5562056","Easy",6.75,12488,500,3,30.1,"2016","2010s",3,"Comedy","Comedy"
"452","tt9686194","War of the Worlds",7.02,12007,500,3,47.4,"2019","2010s",3,"Drama,Mystery,Sci-Fi","Drama"
"453","tt0459159","The Thick of It",8.12,11968,499,4,33.1,"2005","2000s",7,"Comedy","Comedy"
"454","tt0106064","Mighty Morphin Power Rangers",6.81,77726,498,3,20.7,"1993","1990s",3,"Action,Adventure,Family","Action"
"455","tt1192169","Ben 10: Alien Force",7.67,22811,496,3,23.4,"2008","2000s",2,"Action,Adventure,Animation","Action"
"456","tt0108757","ER",7.85,161883,489,15,48.9,"1994","1990s",15,"Drama,Romance","Drama"
"457","tt0055657","The Alfred Hitchcock Hour",7.27,45390,488,3,54,"1962","1960s",3,"Crime,Drama,Horror","Crime"
"458","tt9795876","Star Trek: Prodigy",7.99,19447,486,2,23.9,"2021","2020s",3,"Action,Adventure,Animation","Action"
"459","tt1526318","Borgen",7.93,18400,484,4,57.6,"2010","2010s",12,"Drama","Drama"
"460","tt3250026","Zoo",7.23,18585,477,3,43.2,"2015","2010s",2,"Drama,Mystery,Sci-Fi","Drama"
"461","tt5057130","Medici",8.06,11394,475,3,54.3,"2016","2010s",3,"Biography,Drama,History","Biography"
"462","tt10436228","Jurassic World Camp Cretaceous",7.37,23627,473,6,24.2,"2020","2020s",2,"Action,Adventure,Animation","Action"
"463","tt2758950","Helix",7.32,12303,473,2,42.3,"2014","2010s",1,"Drama,Horror,Mystery","Horror"
"464","tt1958961","Lilyhammer",7.62,11296,471,3,45,"2012","2010s",2,"Comedy,Crime,Drama","Comedy"
